"fornavn";"år";"Andel av fødte (prosent)"
"Denis";"1911";0.000
"Denis";"1912";0.000
"Denis";"1913";0.000
"Denis";"1914";0.004
"Denis";"1915";0.000
"Denis";"1916";0.000
"Denis";"1917";0.000
"Denis";"1918";0.000
"Denis";"1919";0.000
"Denis";"1920";0.000
"Denis";"1921";0.004
"Denis";"1922";0.000
"Denis";"1923";0.000
"Denis";"1924";0.000
"Denis";"1925";0.004
"Denis";"1926";0.000
"Denis";"1927";0.000
"Denis";"1928";0.004
"Denis";"1929";0.000
"Denis";"1930";0.000
"Denis";"1931";0.000
"Denis";"1932";0.009
"Denis";"1933";0.000
"Denis";"1934";0.005
"Denis";"1935";0.000
"Denis";"1936";0.000
"Denis";"1937";0.000
"Denis";"1938";0.005
"Denis";"1939";0.000
"Denis";"1940";0.000
"Denis";"1941";0.004
"Denis";"1942";0.000
"Denis";"1943";0.000
"Denis";"1944";0.000
"Denis";"1945";.
"Denis";"1946";.
"Denis";"1947";.
"Denis";"1948";.
"Denis";"1949";.
"Denis";"1950";.
"Denis";"1951";.
"Denis";"1952";.
"Denis";"1953";.
"Denis";"1954";.
"Denis";"1955";.
"Denis";"1956";.
"Denis";"1957";.
"Denis";"1958";.
"Denis";"1959";.
"Denis";"1960";.
"Denis";"1961";.
"Denis";"1962";.
"Denis";"1963";.
"Denis";"1964";.
"Denis";"1965";.
"Denis";"1966";.
"Denis";"1967";.
"Denis";"1968";.
"Denis";"1969";.
"Denis";"1970";0.012
"Denis";"1971";.
"Denis";"1972";0.019
"Denis";"1973";0.025
"Denis";"1974";0.020
"Denis";"1975";0.021
"Denis";"1976";0.024
"Denis";"1977";0.033
"Denis";"1978";0.035
"Denis";"1979";0.024
"Denis";"1980";0.011
"Denis";"1981";0.024
"Denis";"1982";0.045
"Denis";"1983";0.018
"Denis";"1984";0.056
"Denis";"1985";0.044
"Denis";"1986";0.023
"Denis";"1987";0.034
"Denis";"1988";0.037
"Denis";"1989";0.032
"Denis";"1990";0.017
"Denis";"1991";0.030
"Denis";"1992";0.013
"Denis";"1993";0.021
"Denis";"1994";0.011
"Denis";"1995";0.016
"Denis";"1996";0.019
"Denis";"1997";0.019
"Denis";"1998";0.023
"Denis";"1999";0.014
"Denis";"2000";0.011
"Denis";"2001";0.027
"Denis";"2002";0.031
"Denis";"2003";0.024
"Denis";"2004";0.021
"Denis";"2005";0.036
"Denis";"2006";0.029
"Denis";"2007";0.024
"Denis";"2008";0.029
"Denis";"2009";0.023
"Denis";"2010";0.026
"Denis";"2011";0.012
"Denis";"2012";0.021
"Denis";"2013";0.037
"Denis";"2014";0.022
"Denis";"2015";0.028
"Denis";"2016";0.016
"Denis";"2017";0.026
"Denis";"2018";0.027
"Denis";"2019";0.034
"Denis";"2020";.
"Dennis";"1880";0.000
"Dennis";"1881";0.000
"Dennis";"1882";0.000
"Dennis";"1883";0.000
"Dennis";"1884";0.000
"Dennis";"1885";0.000
"Dennis";"1886";0.000
"Dennis";"1887";0.000
"Dennis";"1888";0.000
"Dennis";"1889";0.000
"Dennis";"1890";0.000
"Dennis";"1891";0.000
"Dennis";"1892";0.000
"Dennis";"1893";0.000
"Dennis";"1894";0.000
"Dennis";"1895";0.000
"Dennis";"1896";0.000
"Dennis";"1897";0.000
"Dennis";"1898";0.000
"Dennis";"1899";0.000
"Dennis";"1900";0.000
"Dennis";"1901";0.000
"Dennis";"1902";0.000
"Dennis";"1903";0.000
"Dennis";"1904";0.000
"Dennis";"1905";0.000
"Dennis";"1906";0.009
"Dennis";"1907";0.000
"Dennis";"1908";0.000
"Dennis";"1909";0.000
"Dennis";"1910";0.000
"Dennis";"1911";0.000
"Dennis";"1912";0.000
"Dennis";"1913";0.004
"Dennis";"1914";0.000
"Dennis";"1915";0.000
"Dennis";"1916";0.000
"Dennis";"1917";0.000
"Dennis";"1918";0.000
"Dennis";"1919";0.000
"Dennis";"1920";0.003
"Dennis";"1921";0.000
"Dennis";"1922";0.000
"Dennis";"1923";0.000
"Dennis";"1924";0.000
"Dennis";"1925";0.000
"Dennis";"1926";0.000
"Dennis";"1927";0.000
"Dennis";"1928";0.004
"Dennis";"1929";0.000
"Dennis";"1930";0.009
"Dennis";"1931";0.014
"Dennis";"1932";0.005
"Dennis";"1933";0.000
"Dennis";"1934";0.000
"Dennis";"1935";0.005
"Dennis";"1936";0.005
"Dennis";"1937";0.005
"Dennis";"1938";0.000
"Dennis";"1939";0.000
"Dennis";"1940";0.004
"Dennis";"1941";0.013
"Dennis";"1942";0.000
"Dennis";"1943";0.004
"Dennis";"1944";0.006
"Dennis";"1945";.
"Dennis";"1946";.
"Dennis";"1947";.
"Dennis";"1948";.
"Dennis";"1949";.
"Dennis";"1950";.
"Dennis";"1951";0.013
"Dennis";"1952";0.015
"Dennis";"1953";.
"Dennis";"1954";.
"Dennis";"1955";.
"Dennis";"1956";.
"Dennis";"1957";.
"Dennis";"1958";.
"Dennis";"1959";0.011
"Dennis";"1960";0.022
"Dennis";"1961";.
"Dennis";"1962";0.014
"Dennis";"1963";0.013
"Dennis";"1964";0.010
"Dennis";"1965";0.015
"Dennis";"1966";0.012
"Dennis";"1967";.
"Dennis";"1968";0.027
"Dennis";"1969";0.017
"Dennis";"1970";0.015
"Dennis";"1971";0.024
"Dennis";"1972";0.024
"Dennis";"1973";0.023
"Dennis";"1974";0.020
"Dennis";"1975";0.042
"Dennis";"1976";0.035
"Dennis";"1977";0.033
"Dennis";"1978";0.046
"Dennis";"1979";0.046
"Dennis";"1980";0.026
"Dennis";"1981";0.054
"Dennis";"1982";0.037
"Dennis";"1983";0.042
"Dennis";"1984";0.037
"Dennis";"1985";0.050
"Dennis";"1986";0.062
"Dennis";"1987";0.065
"Dennis";"1988";0.072
"Dennis";"1989";0.129
"Dennis";"1990";0.096
"Dennis";"1991";0.145
"Dennis";"1992";0.132
"Dennis";"1993";0.124
"Dennis";"1994";0.187
"Dennis";"1995";0.167
"Dennis";"1996";0.151
"Dennis";"1997";0.159
"Dennis";"1998";0.203
"Dennis";"1999";0.236
"Dennis";"2000";0.239
"Dennis";"2001";0.203
"Dennis";"2002";0.310
"Dennis";"2003";0.229
"Dennis";"2004";0.288
"Dennis";"2005";0.315
"Dennis";"2006";0.315
"Dennis";"2007";0.275
"Dennis";"2008";0.278
"Dennis";"2009";0.261
"Dennis";"2010";0.376
"Dennis";"2011";0.364
"Dennis";"2012";0.315
"Dennis";"2013";0.283
"Dennis";"2014";0.273
"Dennis";"2015";0.345
"Dennis";"2016";0.246
"Dennis";"2017";0.300
"Dennis";"2018";0.269
"Dennis";"2019";0.182
"Dennis";"2020";0.190
"Didrik";"1880";0.043
"Didrik";"1881";0.079
"Didrik";"1882";0.150
"Didrik";"1883";0.031
"Didrik";"1884";0.098
"Didrik";"1885";0.038
"Didrik";"1886";0.035
"Didrik";"1887";0.063
"Didrik";"1888";0.072
"Didrik";"1889";0.020
"Didrik";"1890";0.044
"Didrik";"1891";0.016
"Didrik";"1892";0.047
"Didrik";"1893";0.029
"Didrik";"1894";0.055
"Didrik";"1895";0.083
"Didrik";"1896";0.055
"Didrik";"1897";0.072
"Didrik";"1898";0.068
"Didrik";"1899";0.051
"Didrik";"1900";0.038
"Didrik";"1901";0.052
"Didrik";"1902";0.025
"Didrik";"1903";0.015
"Didrik";"1904";0.035
"Didrik";"1905";0.025
"Didrik";"1906";0.014
"Didrik";"1907";0.047
"Didrik";"1908";0.035
"Didrik";"1909";0.021
"Didrik";"1910";0.021
"Didrik";"1911";0.017
"Didrik";"1912";0.028
"Didrik";"1913";0.020
"Didrik";"1914";0.016
"Didrik";"1915";0.029
"Didrik";"1916";0.032
"Didrik";"1917";0.019
"Didrik";"1918";0.027
"Didrik";"1919";0.032
"Didrik";"1920";0.021
"Didrik";"1921";0.018
"Didrik";"1922";0.015
"Didrik";"1923";0.022
"Didrik";"1924";0.031
"Didrik";"1925";0.012
"Didrik";"1926";0.024
"Didrik";"1927";0.004
"Didrik";"1928";0.017
"Didrik";"1929";0.031
"Didrik";"1930";0.022
"Didrik";"1931";0.005
"Didrik";"1932";0.018
"Didrik";"1933";0.020
"Didrik";"1934";0.015
"Didrik";"1935";0.015
"Didrik";"1936";0.024
"Didrik";"1937";0.019
"Didrik";"1938";0.023
"Didrik";"1939";0.013
"Didrik";"1940";0.017
"Didrik";"1941";0.000
"Didrik";"1942";0.016
"Didrik";"1943";0.025
"Didrik";"1944";0.010
"Didrik";"1945";.
"Didrik";"1946";0.019
"Didrik";"1947";.
"Didrik";"1948";.
"Didrik";"1949";0.012
"Didrik";"1950";.
"Didrik";"1951";.
"Didrik";"1952";.
"Didrik";"1953";.
"Didrik";"1954";.
"Didrik";"1955";.
"Didrik";"1956";.
"Didrik";"1957";.
"Didrik";"1958";0.017
"Didrik";"1959";.
"Didrik";"1960";0.014
"Didrik";"1961";.
"Didrik";"1962";.
"Didrik";"1963";.
"Didrik";"1964";.
"Didrik";"1965";.
"Didrik";"1966";.
"Didrik";"1967";.
"Didrik";"1968";0.015
"Didrik";"1969";.
"Didrik";"1970";0.017
"Didrik";"1971";0.022
"Didrik";"1972";0.015
"Didrik";"1973";0.010
"Didrik";"1974";0.025
"Didrik";"1975";0.018
"Didrik";"1976";0.016
"Didrik";"1977";0.011
"Didrik";"1978";0.011
"Didrik";"1979";.
"Didrik";"1980";0.024
"Didrik";"1981";0.014
"Didrik";"1982";0.024
"Didrik";"1983";0.011
"Didrik";"1984";0.011
"Didrik";"1985";0.026
"Didrik";"1986";0.033
"Didrik";"1987";0.036
"Didrik";"1988";0.030
"Didrik";"1989";0.060
"Didrik";"1990";0.064
"Didrik";"1991";0.113
"Didrik";"1992";0.140
"Didrik";"1993";0.134
"Didrik";"1994";0.166
"Didrik";"1995";0.140
"Didrik";"1996";0.130
"Didrik";"1997";0.142
"Didrik";"1998";0.086
"Didrik";"1999";0.127
"Didrik";"2000";0.142
"Didrik";"2001";0.113
"Didrik";"2002";0.175
"Didrik";"2003";0.115
"Didrik";"2004";0.087
"Didrik";"2005";0.149
"Didrik";"2006";0.071
"Didrik";"2007";0.098
"Didrik";"2008";0.095
"Didrik";"2009";0.119
"Didrik";"2010";0.093
"Didrik";"2011";0.095
"Didrik";"2012";0.108
"Didrik";"2013";0.109
"Didrik";"2014";0.087
"Didrik";"2015";0.118
"Didrik";"2016";0.115
"Didrik";"2017";0.124
"Didrik";"2018";0.121
"Didrik";"2019";0.127
"Didrik";"2020";0.099
"Diego";"1880";0.000
"Diego";"1881";0.000
"Diego";"1882";0.000
"Diego";"1883";0.000
"Diego";"1884";0.000
"Diego";"1885";0.000
"Diego";"1886";0.000
"Diego";"1887";0.000
"Diego";"1888";0.000
"Diego";"1889";0.000
"Diego";"1890";0.000
"Diego";"1891";0.000
"Diego";"1892";0.000
"Diego";"1893";0.000
"Diego";"1894";0.000
"Diego";"1895";0.000
"Diego";"1896";0.000
"Diego";"1897";0.000
"Diego";"1898";0.000
"Diego";"1899";0.000
"Diego";"1900";0.000
"Diego";"1901";0.000
"Diego";"1902";0.000
"Diego";"1903";0.000
"Diego";"1904";0.000
"Diego";"1905";0.000
"Diego";"1906";0.000
"Diego";"1907";0.000
"Diego";"1908";0.000
"Diego";"1909";0.000
"Diego";"1910";0.000
"Diego";"1911";0.000
"Diego";"1912";0.000
"Diego";"1913";0.000
"Diego";"1914";0.000
"Diego";"1915";0.000
"Diego";"1916";0.000
"Diego";"1917";0.000
"Diego";"1918";0.000
"Diego";"1919";0.000
"Diego";"1920";0.000
"Diego";"1921";0.000
"Diego";"1922";0.000
"Diego";"1923";0.000
"Diego";"1924";0.000
"Diego";"1925";0.000
"Diego";"1926";0.000
"Diego";"1927";0.000
"Diego";"1928";0.000
"Diego";"1929";0.000
"Diego";"1930";0.000
"Diego";"1931";0.000
"Diego";"1932";0.000
"Diego";"1933";0.000
"Diego";"1934";0.000
"Diego";"1935";0.000
"Diego";"1936";0.000
"Diego";"1937";0.000
"Diego";"1938";0.005
"Diego";"1939";0.000
"Diego";"1940";0.000
"Diego";"1941";0.000
"Diego";"1942";0.000
"Diego";"1943";0.000
"Diego";"1944";0.000
"Diego";"1945";.
"Diego";"1946";.
"Diego";"1947";.
"Diego";"1948";.
"Diego";"1949";.
"Diego";"1950";.
"Diego";"1951";.
"Diego";"1952";.
"Diego";"1953";.
"Diego";"1954";.
"Diego";"1955";.
"Diego";"1956";.
"Diego";"1957";.
"Diego";"1958";.
"Diego";"1959";.
"Diego";"1960";.
"Diego";"1961";.
"Diego";"1962";.
"Diego";"1963";.
"Diego";"1964";.
"Diego";"1965";.
"Diego";"1966";.
"Diego";"1967";.
"Diego";"1968";.
"Diego";"1969";.
"Diego";"1970";.
"Diego";"1971";.
"Diego";"1972";.
"Diego";"1973";.
"Diego";"1974";.
"Diego";"1975";.
"Diego";"1976";.
"Diego";"1977";0.011
"Diego";"1978";0.019
"Diego";"1979";.
"Diego";"1980";0.019
"Diego";"1981";0.011
"Diego";"1982";0.016
"Diego";"1983";0.021
"Diego";"1984";0.011
"Diego";"1985";0.016
"Diego";"1986";.
"Diego";"1987";0.021
"Diego";"1988";.
"Diego";"1989";0.025
"Diego";"1990";0.025
"Diego";"1991";.
"Diego";"1992";0.023
"Diego";"1993";0.013
"Diego";"1994";.
"Diego";"1995";0.022
"Diego";"1996";0.016
"Diego";"1997";0.011
"Diego";"1998";0.017
"Diego";"1999";.
"Diego";"2000";0.011
"Diego";"2001";0.015
"Diego";"2002";.
"Diego";"2003";.
"Diego";"2004";0.015
"Diego";"2005";0.012
"Diego";"2006";.
"Diego";"2007";0.015
"Diego";"2008";.
"Diego";"2009";.
"Diego";"2010";0.012
"Diego";"2011";.
"Diego";"2012";0.012
"Diego";"2013";.
"Diego";"2014";0.025
"Diego";"2015";0.022
"Diego";"2016";0.012
"Diego";"2017";.
"Diego";"2018";.
"Diego";"2019";0.014
"Diego";"2020";.
"Dominic";"1880";.
"Dominic";"1881";.
"Dominic";"1882";.
"Dominic";"1883";.
"Dominic";"1884";.
"Dominic";"1885";.
"Dominic";"1886";.
"Dominic";"1887";.
"Dominic";"1888";.
"Dominic";"1889";.
"Dominic";"1890";.
"Dominic";"1891";.
"Dominic";"1892";.
"Dominic";"1893";.
"Dominic";"1894";.
"Dominic";"1895";.
"Dominic";"1896";.
"Dominic";"1897";.
"Dominic";"1898";.
"Dominic";"1899";.
"Dominic";"1900";0.000
"Dominic";"1901";0.000
"Dominic";"1902";0.000
"Dominic";"1903";0.000
"Dominic";"1904";0.000
"Dominic";"1905";0.000
"Dominic";"1906";0.000
"Dominic";"1907";0.000
"Dominic";"1908";0.000
"Dominic";"1909";0.000
"Dominic";"1910";0.000
"Dominic";"1911";0.000
"Dominic";"1912";0.000
"Dominic";"1913";0.000
"Dominic";"1914";0.000
"Dominic";"1915";0.000
"Dominic";"1916";0.000
"Dominic";"1917";0.000
"Dominic";"1918";0.000
"Dominic";"1919";0.000
"Dominic";"1920";0.003
"Dominic";"1921";0.000
"Dominic";"1922";0.000
"Dominic";"1923";0.000
"Dominic";"1924";0.000
"Dominic";"1925";0.000
"Dominic";"1926";0.000
"Dominic";"1927";0.000
"Dominic";"1928";0.000
"Dominic";"1929";0.000
"Dominic";"1930";0.000
"Dominic";"1931";0.000
"Dominic";"1932";0.000
"Dominic";"1933";0.000
"Dominic";"1934";0.000
"Dominic";"1935";0.000
"Dominic";"1936";0.000
"Dominic";"1937";0.000
"Dominic";"1938";0.000
"Dominic";"1939";0.000
"Dominic";"1940";0.000
"Dominic";"1941";0.000
"Dominic";"1942";0.000
"Dominic";"1943";0.000
"Dominic";"1944";0.000
"Dominic";"1945";.
"Dominic";"1946";.
"Dominic";"1947";.
"Dominic";"1948";.
"Dominic";"1949";.
"Dominic";"1950";.
"Dominic";"1951";.
"Dominic";"1952";.
"Dominic";"1953";.
"Dominic";"1954";.
"Dominic";"1955";.
"Dominic";"1956";.
"Dominic";"1957";.
"Dominic";"1958";.
"Dominic";"1959";.
"Dominic";"1960";.
"Dominic";"1961";.
"Dominic";"1962";.
"Dominic";"1963";.
"Dominic";"1964";.
"Dominic";"1965";.
"Dominic";"1966";.
"Dominic";"1967";.
"Dominic";"1968";.
"Dominic";"1969";.
"Dominic";"1970";.
"Dominic";"1971";.
"Dominic";"1972";.
"Dominic";"1973";.
"Dominic";"1974";.
"Dominic";"1975";.
"Dominic";"1976";0.011
"Dominic";"1977";.
"Dominic";"1978";.
"Dominic";"1979";.
"Dominic";"1980";.
"Dominic";"1981";0.019
"Dominic";"1982";.
"Dominic";"1983";.
"Dominic";"1984";.
"Dominic";"1985";.
"Dominic";"1986";.
"Dominic";"1987";.
"Dominic";"1988";0.010
"Dominic";"1989";.
"Dominic";"1990";.
"Dominic";"1991";0.010
"Dominic";"1992";.
"Dominic";"1993";0.011
"Dominic";"1994";.
"Dominic";"1995";.
"Dominic";"1996";.
"Dominic";"1997";.
"Dominic";"1998";0.014
"Dominic";"1999";0.011
"Dominic";"2000";.
"Dominic";"2001";0.012
"Dominic";"2002";.
"Dominic";"2003";.
"Dominic";"2004";.
"Dominic";"2005";0.012
"Dominic";"2006";0.012
"Dominic";"2007";0.044
"Dominic";"2008";0.011
"Dominic";"2009";0.014
"Dominic";"2010";0.017
"Dominic";"2011";0.015
"Dominic";"2012";0.030
"Dominic";"2013";0.047
"Dominic";"2014";0.025
"Dominic";"2015";0.025
"Dominic";"2016";0.028
"Dominic";"2017";.
"Dominic";"2018";0.027
"Dominic";"2019";0.017
"Dominic";"2020";0.025
"Dominik";"1880";0.000
"Dominik";"1881";0.000
"Dominik";"1882";0.000
"Dominik";"1883";0.000
"Dominik";"1884";0.000
"Dominik";"1885";0.000
"Dominik";"1886";0.000
"Dominik";"1887";0.000
"Dominik";"1888";0.000
"Dominik";"1889";0.000
"Dominik";"1890";0.000
"Dominik";"1891";0.000
"Dominik";"1892";0.000
"Dominik";"1893";0.000
"Dominik";"1894";0.000
"Dominik";"1895";0.000
"Dominik";"1896";0.000
"Dominik";"1897";0.000
"Dominik";"1898";0.000
"Dominik";"1899";0.000
"Dominik";"1900";0.000
"Dominik";"1901";0.000
"Dominik";"1902";0.000
"Dominik";"1903";0.000
"Dominik";"1904";0.000
"Dominik";"1905";0.000
"Dominik";"1906";0.000
"Dominik";"1907";0.000
"Dominik";"1908";0.000
"Dominik";"1909";0.000
"Dominik";"1910";0.000
"Dominik";"1911";0.000
"Dominik";"1912";0.000
"Dominik";"1913";0.000
"Dominik";"1914";0.000
"Dominik";"1915";0.000
"Dominik";"1916";0.000
"Dominik";"1917";0.000
"Dominik";"1918";0.000
"Dominik";"1919";0.000
"Dominik";"1920";0.000
"Dominik";"1921";0.004
"Dominik";"1922";0.000
"Dominik";"1923";0.000
"Dominik";"1924";0.000
"Dominik";"1925";0.000
"Dominik";"1926";0.004
"Dominik";"1927";0.000
"Dominik";"1928";0.000
"Dominik";"1929";0.000
"Dominik";"1930";0.000
"Dominik";"1931";0.000
"Dominik";"1932";0.000
"Dominik";"1933";0.000
"Dominik";"1934";0.000
"Dominik";"1935";0.000
"Dominik";"1936";0.000
"Dominik";"1937";0.000
"Dominik";"1938";0.000
"Dominik";"1939";0.000
"Dominik";"1940";0.000
"Dominik";"1941";0.000
"Dominik";"1942";0.000
"Dominik";"1943";0.000
"Dominik";"1944";0.000
"Dominik";"1945";.
"Dominik";"1946";.
"Dominik";"1947";.
"Dominik";"1948";.
"Dominik";"1949";.
"Dominik";"1950";.
"Dominik";"1951";.
"Dominik";"1952";.
"Dominik";"1953";.
"Dominik";"1954";.
"Dominik";"1955";.
"Dominik";"1956";.
"Dominik";"1957";.
"Dominik";"1958";.
"Dominik";"1959";.
"Dominik";"1960";.
"Dominik";"1961";.
"Dominik";"1962";.
"Dominik";"1963";.
"Dominik";"1964";.
"Dominik";"1965";.
"Dominik";"1966";.
"Dominik";"1967";.
"Dominik";"1968";.
"Dominik";"1969";.
"Dominik";"1970";.
"Dominik";"1971";.
"Dominik";"1972";.
"Dominik";"1973";.
"Dominik";"1974";0.010
"Dominik";"1975";.
"Dominik";"1976";0.022
"Dominik";"1977";0.017
"Dominik";"1978";0.035
"Dominik";"1979";0.072
"Dominik";"1980";0.026
"Dominik";"1981";0.043
"Dominik";"1982";0.042
"Dominik";"1983";0.029
"Dominik";"1984";0.040
"Dominik";"1985";0.037
"Dominik";"1986";0.026
"Dominik";"1987";0.042
"Dominik";"1988";0.040
"Dominik";"1989";0.032
"Dominik";"1990";0.042
"Dominik";"1991";0.035
"Dominik";"1992";0.028
"Dominik";"1993";0.018
"Dominik";"1994";0.027
"Dominik";"1995";0.046
"Dominik";"1996";0.035
"Dominik";"1997";0.042
"Dominik";"1998";0.043
"Dominik";"1999";0.031
"Dominik";"2000";0.014
"Dominik";"2001";0.039
"Dominik";"2002";0.028
"Dominik";"2003";0.033
"Dominik";"2004";0.054
"Dominik";"2005";0.030
"Dominik";"2006";0.032
"Dominik";"2007";0.030
"Dominik";"2008";0.023
"Dominik";"2009";0.028
"Dominik";"2010";0.029
"Dominik";"2011";0.033
"Dominik";"2012";0.033
"Dominik";"2013";0.022
"Dominik";"2014";0.015
"Dominik";"2015";0.040
"Dominik";"2016";0.034
"Dominik";"2017";0.016
"Dominik";"2018";0.054
"Dominik";"2019";0.031
"Dominik";"2020";0.045
"Donatas";"1880";0.000
"Donatas";"1881";0.000
"Donatas";"1882";0.000
"Donatas";"1883";0.000
"Donatas";"1884";0.000
"Donatas";"1885";0.000
"Donatas";"1886";0.000
"Donatas";"1887";0.000
"Donatas";"1888";0.000
"Donatas";"1889";0.000
"Donatas";"1890";0.000
"Donatas";"1891";0.000
"Donatas";"1892";0.000
"Donatas";"1893";0.000
"Donatas";"1894";0.000
"Donatas";"1895";0.000
"Donatas";"1896";0.000
"Donatas";"1897";0.000
"Donatas";"1898";0.000
"Donatas";"1899";0.000
"Donatas";"1900";0.000
"Donatas";"1901";0.000
"Donatas";"1902";0.000
"Donatas";"1903";0.000
"Donatas";"1904";0.000
"Donatas";"1905";0.000
"Donatas";"1906";0.000
"Donatas";"1907";0.000
"Donatas";"1908";0.000
"Donatas";"1909";0.000
"Donatas";"1910";0.000
"Donatas";"1911";0.000
"Donatas";"1912";0.000
"Donatas";"1913";0.000
"Donatas";"1914";0.000
"Donatas";"1915";0.000
"Donatas";"1916";0.000
"Donatas";"1917";0.000
"Donatas";"1918";0.000
"Donatas";"1919";0.000
"Donatas";"1920";0.000
"Donatas";"1921";0.000
"Donatas";"1922";0.000
"Donatas";"1923";0.000
"Donatas";"1924";0.000
"Donatas";"1925";0.000
"Donatas";"1926";0.000
"Donatas";"1927";0.000
"Donatas";"1928";0.000
"Donatas";"1929";0.000
"Donatas";"1930";0.000
"Donatas";"1931";0.000
"Donatas";"1932";0.000
"Donatas";"1933";0.000
"Donatas";"1934";0.000
"Donatas";"1935";0.000
"Donatas";"1936";0.000
"Donatas";"1937";0.000
"Donatas";"1938";0.000
"Donatas";"1939";0.000
"Donatas";"1940";0.000
"Donatas";"1941";0.000
"Donatas";"1942";0.000
"Donatas";"1943";0.000
"Donatas";"1944";0.000
"Donatas";"1945";.
"Donatas";"1946";.
"Donatas";"1947";.
"Donatas";"1948";.
"Donatas";"1949";.
"Donatas";"1950";.
"Donatas";"1951";.
"Donatas";"1952";.
"Donatas";"1953";.
"Donatas";"1954";.
"Donatas";"1955";.
"Donatas";"1956";.
"Donatas";"1957";.
"Donatas";"1958";.
"Donatas";"1959";.
"Donatas";"1960";.
"Donatas";"1961";.
"Donatas";"1962";.
"Donatas";"1963";.
"Donatas";"1964";.
"Donatas";"1965";.
"Donatas";"1966";.
"Donatas";"1967";.
"Donatas";"1968";.
"Donatas";"1969";.
"Donatas";"1970";.
"Donatas";"1971";.
"Donatas";"1972";0.012
"Donatas";"1973";0.010
"Donatas";"1974";.
"Donatas";"1975";0.011
"Donatas";"1976";0.011
"Donatas";"1977";.
"Donatas";"1978";0.022
"Donatas";"1979";0.035
"Donatas";"1980";0.040
"Donatas";"1981";0.038
"Donatas";"1982";0.068
"Donatas";"1983";0.055
"Donatas";"1984";0.061
"Donatas";"1985";0.078
"Donatas";"1986";0.077
"Donatas";"1987";0.078
"Donatas";"1988";0.050
"Donatas";"1989";0.052
"Donatas";"1990";0.032
"Donatas";"1991";0.020
"Donatas";"1992";0.018
"Donatas";"1993";0.018
"Donatas";"1994";.
"Donatas";"1995";0.016
"Donatas";"1996";0.011
"Donatas";"1997";.
"Donatas";"1998";.
"Donatas";"1999";.
"Donatas";"2000";.
"Donatas";"2001";.
"Donatas";"2002";.
"Donatas";"2003";.
"Donatas";"2004";.
"Donatas";"2005";.
"Donatas";"2006";.
"Donatas";"2007";.
"Donatas";"2008";.
"Donatas";"2009";.
"Donatas";"2010";.
"Donatas";"2011";.
"Donatas";"2012";.
"Donatas";"2013";.
"Donatas";"2014";.
"Donatas";"2015";.
"Donatas";"2016";.
"Donatas";"2017";.
"Donatas";"2018";.
"Donatas";"2019";.
"Donatas";"2020";.
"Dragan";"1880";0.000
"Dragan";"1881";0.000
"Dragan";"1882";0.000
"Dragan";"1883";0.000
"Dragan";"1884";0.000
"Dragan";"1885";0.000
"Dragan";"1886";0.000
"Dragan";"1887";0.000
"Dragan";"1888";0.000
"Dragan";"1889";0.000
"Dragan";"1890";0.000
"Dragan";"1891";0.000
"Dragan";"1892";0.000
"Dragan";"1893";0.000
"Dragan";"1894";0.000
"Dragan";"1895";0.000
"Dragan";"1896";0.000
"Dragan";"1897";0.000
"Dragan";"1898";0.000
"Dragan";"1899";0.000
"Dragan";"1900";0.000
"Dragan";"1901";0.000
"Dragan";"1902";0.000
"Dragan";"1903";0.000
"Dragan";"1904";0.000
"Dragan";"1905";0.000
"Dragan";"1906";0.000
"Dragan";"1907";0.000
"Dragan";"1908";0.000
"Dragan";"1909";0.000
"Dragan";"1910";0.004
"Dragan";"1911";0.000
"Dragan";"1912";0.000
"Dragan";"1913";0.000
"Dragan";"1914";0.000
"Dragan";"1915";0.000
"Dragan";"1916";0.000
"Dragan";"1917";0.000
"Dragan";"1918";0.000
"Dragan";"1919";0.000
"Dragan";"1920";0.000
"Dragan";"1921";0.000
"Dragan";"1922";0.000
"Dragan";"1923";0.000
"Dragan";"1924";0.004
"Dragan";"1925";0.000
"Dragan";"1926";0.000
"Dragan";"1927";0.004
"Dragan";"1928";0.000
"Dragan";"1929";0.004
"Dragan";"1930";0.000
"Dragan";"1931";0.000
"Dragan";"1932";0.005
"Dragan";"1933";0.000
"Dragan";"1934";0.000
"Dragan";"1935";0.000
"Dragan";"1936";0.000
"Dragan";"1937";0.000
"Dragan";"1938";0.000
"Dragan";"1939";0.000
"Dragan";"1940";0.000
"Dragan";"1941";0.000
"Dragan";"1942";0.000
"Dragan";"1943";0.000
"Dragan";"1944";0.003
"Dragan";"1945";.
"Dragan";"1946";.
"Dragan";"1947";.
"Dragan";"1948";.
"Dragan";"1949";.
"Dragan";"1950";.
"Dragan";"1951";.
"Dragan";"1952";.
"Dragan";"1953";.
"Dragan";"1954";.
"Dragan";"1955";0.012
"Dragan";"1956";.
"Dragan";"1957";.
"Dragan";"1958";0.017
"Dragan";"1959";.
"Dragan";"1960";0.011
"Dragan";"1961";.
"Dragan";"1962";0.014
"Dragan";"1963";0.016
"Dragan";"1964";.
"Dragan";"1965";.
"Dragan";"1966";0.017
"Dragan";"1967";0.017
"Dragan";"1968";.
"Dragan";"1969";0.019
"Dragan";"1970";0.015
"Dragan";"1971";0.019
"Dragan";"1972";0.010
"Dragan";"1973";0.010
"Dragan";"1974";0.020
"Dragan";"1975";0.029
"Dragan";"1976";0.022
"Dragan";"1977";0.025
"Dragan";"1978";0.022
"Dragan";"1979";.
