"fornavn";"år";"Andel av fødte (prosent)"
"Aage";"1880";0.021
"Aage";"1881";0.020
"Aage";"1882";0.017
"Aage";"1883";0.015
"Aage";"1884";0.028
"Aage";"1885";0.025
"Aage";"1886";0.023
"Aage";"1887";0.011
"Aage";"1888";0.051
"Aage";"1889";0.030
"Aage";"1890";0.027
"Aage";"1891";0.033
"Aage";"1892";0.086
"Aage";"1893";0.036
"Aage";"1894";0.083
"Aage";"1895";0.038
"Aage";"1896";0.031
"Aage";"1897";0.042
"Aage";"1898";0.040
"Aage";"1899";0.068
"Aage";"1900";0.075
"Aage";"1901";0.083
"Aage";"1902";0.096
"Aage";"1903";0.125
"Aage";"1904";0.109
"Aage";"1905";0.178
"Aage";"1906";0.166
"Aage";"1907";0.140
"Aage";"1908";0.186
"Aage";"1909";0.239
"Aage";"1910";0.213
"Aage";"1911";0.270
"Aage";"1912";0.307
"Aage";"1913";0.275
"Aage";"1914";0.360
"Aage";"1915";0.405
"Aage";"1916";0.304
"Aage";"1917";0.319
"Aage";"1918";0.364
"Aage";"1919";0.247
"Aage";"1920";0.335
"Aage";"1921";0.299
"Aage";"1922";0.326
"Aage";"1923";0.330
"Aage";"1924";0.259
"Aage";"1925";0.351
"Aage";"1926";0.347
"Aage";"1927";0.324
"Aage";"1928";0.218
"Aage";"1929";0.346
"Aage";"1930";0.206
"Aage";"1931";0.308
"Aage";"1932";0.221
"Aage";"1933";0.191
"Aage";"1934";0.189
"Aage";"1935";0.202
"Aage";"1936";0.297
"Aage";"1937";0.245
"Aage";"1938";0.286
"Aage";"1939";0.221
"Aage";"1940";0.247
"Aage";"1941";0.232
"Aage";"1942";0.176
"Aage";"1943";0.183
"Aage";"1944";0.194
"Aage";"1945";0.229
"Aage";"1946";0.191
"Aage";"1947";0.203
"Aage";"1948";0.216
"Aage";"1949";0.180
"Aage";"1950";0.135
"Aage";"1951";0.154
"Aage";"1952";0.134
"Aage";"1953";0.135
"Aage";"1954";0.132
"Aage";"1955";0.111
"Aage";"1956";0.086
"Aage";"1957";0.110
"Aage";"1958";0.071
"Aage";"1959";0.056
"Aage";"1960";0.064
"Aage";"1961";0.086
"Aage";"1962";0.038
"Aage";"1963";0.043
"Aage";"1964";0.058
"Aage";"1965";0.045
"Aage";"1966";0.022
"Aage";"1967";0.025
"Aage";"1968";0.027
"Aage";"1969";0.029
"Aage";"1970";0.017
"Aage";"1971";0.024
"Aage";"1972";0.015
"Aage";"1973";0.018
"Aage";"1974";0.030
"Aage";"1975";0.018
"Aage";"1976";.
"Aage";"1977";0.011
"Aage";"1978";.
"Aage";"1979";.
"Aage";"1980";.
"Aage";"1981";.
"Aage";"1982";.
"Aage";"1983";0.011
"Aage";"1984";0.013
"Aage";"1985";0.010
"Aage";"1986";0.010
"Aage";"1987";.
"Aage";"1988";.
"Aage";"1989";.
"Aage";"1990";0.012
"Aage";"1991";.
"Aage";"1992";.
"Aage";"1993";.
"Aage";"1994";0.011
"Aage";"1995";.
"Aage";"1996";.
"Aage";"1997";.
"Aage";"1998";.
"Aage";"1999";.
"Aage";"2000";.
"Aage";"2001";.
"Aage";"2002";.
"Aage";"2003";0.012
"Aage";"2004";.
"Aage";"2005";.
"Aage";"2006";.
"Aage";"2007";.
"Aage";"2008";.
"Aage";"2009";.
"Aage";"2010";.
"Aage";"2011";.
"Aage";"2012";.
"Aage";"2013";.
"Aage";"2014";.
"Aage";"2015";.
"Aage";"2016";.
"Aage";"2017";.
"Aage";"2018";.
"Aage";"2019";.
"Aage";"2020";.
"Aaron";"1880";0.000
"Aaron";"1881";0.000
"Aaron";"1882";0.000
"Aaron";"1883";0.000
"Aaron";"1884";0.000
"Aaron";"1885";0.000
"Aaron";"1886";0.000
"Aaron";"1887";0.000
"Aaron";"1888";0.000
"Aaron";"1889";0.000
"Aaron";"1890";0.000
"Aaron";"1891";0.000
"Aaron";"1892";0.000
"Aaron";"1893";0.000
"Aaron";"1894";0.000
"Aaron";"1895";0.000
"Aaron";"1896";0.000
"Aaron";"1897";0.000
"Aaron";"1898";0.000
"Aaron";"1899";0.000
"Aaron";"1900";0.000
"Aaron";"1901";0.000
"Aaron";"1902";0.000
"Aaron";"1903";0.000
"Aaron";"1904";0.000
"Aaron";"1905";0.000
"Aaron";"1906";0.000
"Aaron";"1907";0.000
"Aaron";"1908";0.000
"Aaron";"1909";0.000
"Aaron";"1910";0.000
"Aaron";"1911";0.000
"Aaron";"1912";0.000
"Aaron";"1913";0.000
"Aaron";"1914";0.000
"Aaron";"1915";0.000
"Aaron";"1916";0.000
"Aaron";"1917";0.000
"Aaron";"1918";0.000
"Aaron";"1919";0.000
"Aaron";"1920";0.000
"Aaron";"1921";0.000
"Aaron";"1922";0.000
"Aaron";"1923";0.000
"Aaron";"1924";0.000
"Aaron";"1925";0.000
"Aaron";"1926";0.000
"Aaron";"1927";0.000
"Aaron";"1928";0.000
"Aaron";"1929";0.000
"Aaron";"1930";0.000
"Aaron";"1931";0.000
"Aaron";"1932";0.005
"Aaron";"1933";0.000
"Aaron";"1934";0.000
"Aaron";"1935";0.005
"Aaron";"1936";0.000
"Aaron";"1937";0.000
"Aaron";"1938";0.000
"Aaron";"1939";0.000
"Aaron";"1940";0.000
"Aaron";"1941";0.000
"Aaron";"1942";0.000
"Aaron";"1943";0.000
"Aaron";"1944";0.000
"Aaron";"1945";.
"Aaron";"1946";.
"Aaron";"1947";.
"Aaron";"1948";.
"Aaron";"1949";.
"Aaron";"1950";.
"Aaron";"1951";.
"Aaron";"1952";.
"Aaron";"1953";.
"Aaron";"1954";.
"Aaron";"1955";.
"Aaron";"1956";.
"Aaron";"1957";.
"Aaron";"1958";.
"Aaron";"1959";.
"Aaron";"1960";.
"Aaron";"1961";.
"Aaron";"1962";.
"Aaron";"1963";.
"Aaron";"1964";.
"Aaron";"1965";.
"Aaron";"1966";.
"Aaron";"1967";.
"Aaron";"1968";.
"Aaron";"1969";.
"Aaron";"1970";.
"Aaron";"1971";.
"Aaron";"1972";0.010
"Aaron";"1973";.
"Aaron";"1974";.
"Aaron";"1975";.
"Aaron";"1976";.
"Aaron";"1977";.
"Aaron";"1978";0.011
"Aaron";"1979";.
"Aaron";"1980";0.011
"Aaron";"1981";.
"Aaron";"1982";.
"Aaron";"1983";0.024
"Aaron";"1984";.
"Aaron";"1985";0.013
"Aaron";"1986";0.010
"Aaron";"1987";0.016
"Aaron";"1988";0.010
"Aaron";"1989";.
"Aaron";"1990";0.012
"Aaron";"1991";0.010
"Aaron";"1992";0.013
"Aaron";"1993";0.013
"Aaron";"1994";0.011
"Aaron";"1995";0.019
"Aaron";"1996";0.014
"Aaron";"1997";0.017
"Aaron";"1998";0.017
"Aaron";"1999";0.014
"Aaron";"2000";0.011
"Aaron";"2001";0.021
"Aaron";"2002";0.046
"Aaron";"2003";0.042
"Aaron";"2004";0.021
"Aaron";"2005";0.042
"Aaron";"2006";0.071
"Aaron";"2007";0.080
"Aaron";"2008";0.040
"Aaron";"2009";0.062
"Aaron";"2010";0.058
"Aaron";"2011";0.053
"Aaron";"2012";0.051
"Aaron";"2013";0.062
"Aaron";"2014";0.093
"Aaron";"2015";0.115
"Aaron";"2016";0.078
"Aaron";"2017";0.101
"Aaron";"2018";0.087
"Aaron";"2019";0.106
"Aaron";"2020";0.078
"Aasmund";"1880";0.000
"Aasmund";"1881";0.000
"Aasmund";"1882";0.017
"Aasmund";"1883";0.046
"Aasmund";"1884";0.042
"Aasmund";"1885";0.000
"Aasmund";"1886";0.023
"Aasmund";"1887";0.021
"Aasmund";"1888";0.010
"Aasmund";"1889";0.039
"Aasmund";"1890";0.018
"Aasmund";"1891";0.024
"Aasmund";"1892";0.047
"Aasmund";"1893";0.014
"Aasmund";"1894";0.055
"Aasmund";"1895";0.019
"Aasmund";"1896";0.037
"Aasmund";"1897";0.054
"Aasmund";"1898";0.056
"Aasmund";"1899";0.023
"Aasmund";"1900";0.048
"Aasmund";"1901";0.036
"Aasmund";"1902";0.051
"Aasmund";"1903";0.035
"Aasmund";"1904";0.070
"Aasmund";"1905";0.059
"Aasmund";"1906";0.043
"Aasmund";"1907";0.051
"Aasmund";"1908";0.080
"Aasmund";"1909";0.081
"Aasmund";"1910";0.090
"Aasmund";"1911";0.066
"Aasmund";"1912";0.089
"Aasmund";"1913";0.073
"Aasmund";"1914";0.036
"Aasmund";"1915";0.069
"Aasmund";"1916";0.057
"Aasmund";"1917";0.069
"Aasmund";"1918";0.062
"Aasmund";"1919";0.065
"Aasmund";"1920";0.082
"Aasmund";"1921";0.077
"Aasmund";"1922";0.056
"Aasmund";"1923";0.089
"Aasmund";"1924";0.062
"Aasmund";"1925";0.061
"Aasmund";"1926";0.041
"Aasmund";"1927";0.061
"Aasmund";"1928";0.048
"Aasmund";"1929";0.027
"Aasmund";"1930";0.035
"Aasmund";"1931";0.055
"Aasmund";"1932";0.023
"Aasmund";"1933";0.049
"Aasmund";"1934";0.055
"Aasmund";"1935";0.015
"Aasmund";"1936";0.024
"Aasmund";"1937";0.047
"Aasmund";"1938";0.023
"Aasmund";"1939";0.009
"Aasmund";"1940";0.017
"Aasmund";"1941";0.031
"Aasmund";"1942";0.020
"Aasmund";"1943";0.025
"Aasmund";"1944";0.019
"Aasmund";"1945";.
"Aasmund";"1946";0.011
"Aasmund";"1947";0.023
"Aasmund";"1948";.
"Aasmund";"1949";0.018
"Aasmund";"1950";.
"Aasmund";"1951";0.016
"Aasmund";"1952";.
"Aasmund";"1953";0.018
"Aasmund";"1954";0.018
"Aasmund";"1955";0.018
"Aasmund";"1956";.
"Aasmund";"1957";0.017
"Aasmund";"1958";0.014
"Aasmund";"1959";.
"Aasmund";"1960";0.022
"Aasmund";"1961";.
"Aasmund";"1962";0.014
"Aasmund";"1963";.
"Aasmund";"1964";.
"Aasmund";"1965";.
"Aasmund";"1966";.
"Aasmund";"1967";0.012
"Aasmund";"1968";.
"Aasmund";"1969";.
"Aasmund";"1970";.
"Aasmund";"1971";.
"Aasmund";"1972";0.012
"Aasmund";"1973";.
"Aasmund";"1974";0.015
"Aasmund";"1975";0.018
"Aasmund";"1976";.
"Aasmund";"1977";0.011
"Aasmund";"1978";.
"Aasmund";"1979";0.021
"Aasmund";"1980";0.013
"Aasmund";"1981";0.011
"Aasmund";"1982";.
"Aasmund";"1983";.
"Aasmund";"1984";0.013
"Aasmund";"1985";.
"Aasmund";"1986";.
"Aasmund";"1987";.
"Aasmund";"1988";0.010
"Aasmund";"1989";.
"Aasmund";"1990";0.012
"Aasmund";"1991";.
"Aasmund";"1992";.
"Aasmund";"1993";0.021
"Aasmund";"1994";.
"Aasmund";"1995";0.019
"Aasmund";"1996";0.011
"Aasmund";"1997";0.014
"Aasmund";"1998";.
"Aasmund";"1999";.
"Aasmund";"2000";.
"Aasmund";"2001";.
"Aasmund";"2002";.
"Aasmund";"2003";.
"Aasmund";"2004";.
"Aasmund";"2005";.
"Aasmund";"2006";.
"Aasmund";"2007";.
"Aasmund";"2008";.
"Aasmund";"2009";.
"Aasmund";"2010";0.012
"Aasmund";"2011";.
"Aasmund";"2012";.
"Aasmund";"2013";.
"Aasmund";"2014";.
"Aasmund";"2015";.
"Aasmund";"2016";.
"Aasmund";"2017";0.013
"Aasmund";"2018";.
"Aasmund";"2019";.
"Aasmund";"2020";.
"Abbas";"1880";0.000
"Abbas";"1881";0.000
"Abbas";"1882";0.000
"Abbas";"1883";0.000
"Abbas";"1884";0.000
"Abbas";"1885";0.000
"Abbas";"1886";0.000
"Abbas";"1887";0.000
"Abbas";"1888";0.000
"Abbas";"1889";0.000
"Abbas";"1890";0.000
"Abbas";"1891";0.000
"Abbas";"1892";0.000
"Abbas";"1893";0.000
"Abbas";"1894";0.000
"Abbas";"1895";0.000
"Abbas";"1896";0.000
"Abbas";"1897";0.000
"Abbas";"1898";0.000
"Abbas";"1899";0.000
"Abbas";"1900";0.000
"Abbas";"1901";0.000
"Abbas";"1902";0.000
"Abbas";"1903";0.000
"Abbas";"1904";0.000
"Abbas";"1905";0.000
"Abbas";"1906";0.000
"Abbas";"1907";0.000
"Abbas";"1908";0.000
"Abbas";"1909";0.000
"Abbas";"1910";0.000
"Abbas";"1911";0.000
"Abbas";"1912";0.000
"Abbas";"1913";0.000
"Abbas";"1914";0.000
"Abbas";"1915";0.000
"Abbas";"1916";0.000
"Abbas";"1917";0.000
"Abbas";"1918";0.000
"Abbas";"1919";0.000
"Abbas";"1920";0.000
"Abbas";"1921";0.000
"Abbas";"1922";0.000
"Abbas";"1923";0.000
"Abbas";"1924";0.008
"Abbas";"1925";0.000
"Abbas";"1926";0.000
"Abbas";"1927";0.000
"Abbas";"1928";0.000
"Abbas";"1929";0.000
"Abbas";"1930";0.000
"Abbas";"1931";0.000
"Abbas";"1932";0.005
"Abbas";"1933";0.000
"Abbas";"1934";0.000
"Abbas";"1935";0.000
"Abbas";"1936";0.000
"Abbas";"1937";0.000
"Abbas";"1938";0.000
"Abbas";"1939";0.004
"Abbas";"1940";0.000
"Abbas";"1941";0.004
"Abbas";"1942";0.000
"Abbas";"1943";0.004
"Abbas";"1944";0.003
"Abbas";"1945";.
"Abbas";"1946";.
"Abbas";"1947";.
"Abbas";"1948";.
"Abbas";"1949";.
"Abbas";"1950";.
"Abbas";"1951";.
"Abbas";"1952";.
"Abbas";"1953";.
"Abbas";"1954";.
"Abbas";"1955";0.015
"Abbas";"1956";.
"Abbas";"1957";0.012
"Abbas";"1958";0.014
"Abbas";"1959";0.014
"Abbas";"1960";0.014
"Abbas";"1961";0.011
"Abbas";"1962";.
"Abbas";"1963";0.016
"Abbas";"1964";.
"Abbas";"1965";0.015
"Abbas";"1966";0.020
"Abbas";"1967";.
"Abbas";"1968";.
"Abbas";"1969";.
"Abbas";"1970";0.015
"Abbas";"1971";.
"Abbas";"1972";0.012
"Abbas";"1973";.
"Abbas";"1974";0.013
"Abbas";"1975";0.013
"Abbas";"1976";.
"Abbas";"1977";0.011
"Abbas";"1978";0.014
"Abbas";"1979";0.013
"Abbas";"1980";0.011
"Abbas";"1981";0.019
"Abbas";"1982";0.016
"Abbas";"1983";0.024
"Abbas";"1984";.
"Abbas";"1985";0.018
"Abbas";"1986";.
"Abbas";"1987";0.013
"Abbas";"1988";.
"Abbas";"1989";0.010
"Abbas";"1990";.
"Abbas";"1991";0.025
"Abbas";"1992";0.018
"Abbas";"1993";0.021
"Abbas";"1994";0.013
"Abbas";"1995";.
"Abbas";"1996";.
"Abbas";"1997";0.025
"Abbas";"1998";0.011
"Abbas";"1999";0.011
"Abbas";"2000";.
"Abbas";"2001";.
"Abbas";"2002";.
"Abbas";"2003";.
"Abbas";"2004";.
"Abbas";"2005";0.021
"Abbas";"2006";.
"Abbas";"2007";0.012
"Abbas";"2008";0.014
"Abbas";"2009";0.014
"Abbas";"2010";.
"Abbas";"2011";0.021
"Abbas";"2012";0.024
"Abbas";"2013";0.022
"Abbas";"2014";0.015
"Abbas";"2015";0.031
"Abbas";"2016";.
"Abbas";"2017";.
"Abbas";"2018";0.013
"Abbas";"2019";.
"Abbas";"2020";.
"Abdallah";"1880";.
"Abdallah";"1881";.
"Abdallah";"1882";.
"Abdallah";"1883";.
"Abdallah";"1884";.
"Abdallah";"1885";.
"Abdallah";"1886";.
"Abdallah";"1887";.
"Abdallah";"1888";.
"Abdallah";"1889";.
"Abdallah";"1890";.
"Abdallah";"1891";.
"Abdallah";"1892";.
"Abdallah";"1893";.
"Abdallah";"1894";.
"Abdallah";"1895";.
"Abdallah";"1896";.
"Abdallah";"1897";.
"Abdallah";"1898";.
"Abdallah";"1899";.
"Abdallah";"1900";0.000
"Abdallah";"1901";0.000
"Abdallah";"1902";0.000
"Abdallah";"1903";0.000
"Abdallah";"1904";0.000
"Abdallah";"1905";0.000
"Abdallah";"1906";0.000
"Abdallah";"1907";0.000
"Abdallah";"1908";0.000
"Abdallah";"1909";0.000
"Abdallah";"1910";0.000
"Abdallah";"1911";0.000
"Abdallah";"1912";0.000
"Abdallah";"1913";0.000
"Abdallah";"1914";0.000
"Abdallah";"1915";0.000
"Abdallah";"1916";0.000
"Abdallah";"1917";0.000
"Abdallah";"1918";0.000
"Abdallah";"1919";0.000
"Abdallah";"1920";0.000
"Abdallah";"1921";0.000
"Abdallah";"1922";0.000
"Abdallah";"1923";0.000
"Abdallah";"1924";0.000
"Abdallah";"1925";0.000
"Abdallah";"1926";0.000
"Abdallah";"1927";0.000
"Abdallah";"1928";0.000
"Abdallah";"1929";0.000
"Abdallah";"1930";0.000
"Abdallah";"1931";0.000
"Abdallah";"1932";0.000
"Abdallah";"1933";0.000
"Abdallah";"1934";0.000
"Abdallah";"1935";0.000
"Abdallah";"1936";0.000
"Abdallah";"1937";0.000
"Abdallah";"1938";0.000
"Abdallah";"1939";0.000
"Abdallah";"1940";0.000
"Abdallah";"1941";0.000
"Abdallah";"1942";0.000
"Abdallah";"1943";0.000
"Abdallah";"1944";0.000
"Abdallah";"1945";.
"Abdallah";"1946";.
"Abdallah";"1947";.
"Abdallah";"1948";.
"Abdallah";"1949";.
"Abdallah";"1950";.
"Abdallah";"1951";.
"Abdallah";"1952";.
"Abdallah";"1953";.
"Abdallah";"1954";.
"Abdallah";"1955";.
"Abdallah";"1956";.
"Abdallah";"1957";.
"Abdallah";"1958";.
"Abdallah";"1959";.
"Abdallah";"1960";.
"Abdallah";"1961";.
"Abdallah";"1962";.
"Abdallah";"1963";.
"Abdallah";"1964";.
"Abdallah";"1965";.
"Abdallah";"1966";.
"Abdallah";"1967";.
"Abdallah";"1968";.
"Abdallah";"1969";.
"Abdallah";"1970";.
"Abdallah";"1971";.
"Abdallah";"1972";.
"Abdallah";"1973";.
"Abdallah";"1974";.
"Abdallah";"1975";.
"Abdallah";"1976";.
"Abdallah";"1977";.
"Abdallah";"1978";.
"Abdallah";"1979";0.011
"Abdallah";"1980";.
"Abdallah";"1981";0.011
"Abdallah";"1982";0.013
"Abdallah";"1983";0.013
"Abdallah";"1984";.
"Abdallah";"1985";0.010
"Abdallah";"1986";.
"Abdallah";"1987";0.013
"Abdallah";"1988";.
"Abdallah";"1989";.
"Abdallah";"1990";.
"Abdallah";"1991";0.010
"Abdallah";"1992";0.013
"Abdallah";"1993";.
"Abdallah";"1994";.
"Abdallah";"1995";0.016
"Abdallah";"1996";0.011
"Abdallah";"1997";0.011
"Abdallah";"1998";.
"Abdallah";"1999";.
"Abdallah";"2000";0.020
"Abdallah";"2001";0.042
"Abdallah";"2002";.
"Abdallah";"2003";0.012
"Abdallah";"2004";0.024
"Abdallah";"2005";0.018
"Abdallah";"2006";0.012
"Abdallah";"2007";0.018
"Abdallah";"2008";0.017
"Abdallah";"2009";0.017
"Abdallah";"2010";0.020
"Abdallah";"2011";0.012
"Abdallah";"2012";0.012
"Abdallah";"2013";0.012
"Abdallah";"2014";0.025
"Abdallah";"2015";.
"Abdallah";"2016";.
"Abdallah";"2017";.
"Abdallah";"2018";.
"Abdallah";"2019";.
"Abdallah";"2020";.
"Abdi";"1880";0.000
"Abdi";"1881";0.000
"Abdi";"1882";0.000
"Abdi";"1883";0.000
"Abdi";"1884";0.000
"Abdi";"1885";0.000
"Abdi";"1886";0.000
"Abdi";"1887";0.000
"Abdi";"1888";0.000
"Abdi";"1889";0.000
"Abdi";"1890";0.000
"Abdi";"1891";0.000
"Abdi";"1892";0.000
"Abdi";"1893";0.000
"Abdi";"1894";0.000
"Abdi";"1895";0.000
"Abdi";"1896";0.000
"Abdi";"1897";0.000
"Abdi";"1898";0.000
"Abdi";"1899";0.000
"Abdi";"1900";0.000
"Abdi";"1901";0.000
"Abdi";"1902";0.000
"Abdi";"1903";0.000
"Abdi";"1904";0.000
"Abdi";"1905";0.000
"Abdi";"1906";0.000
"Abdi";"1907";0.000
"Abdi";"1908";0.000
"Abdi";"1909";0.000
"Abdi";"1910";0.000
"Abdi";"1911";0.000
"Abdi";"1912";0.000
"Abdi";"1913";0.000
"Abdi";"1914";0.000
"Abdi";"1915";0.000
"Abdi";"1916";0.000
"Abdi";"1917";0.000
"Abdi";"1918";0.000
"Abdi";"1919";0.000
"Abdi";"1920";0.000
"Abdi";"1921";0.000
"Abdi";"1922";0.000
"Abdi";"1923";0.000
"Abdi";"1924";0.000
"Abdi";"1925";0.000
"Abdi";"1926";0.000
"Abdi";"1927";0.000
"Abdi";"1928";0.000
"Abdi";"1929";0.000
"Abdi";"1930";0.000
"Abdi";"1931";0.005
"Abdi";"1932";0.000
"Abdi";"1933";0.000
"Abdi";"1934";0.005
"Abdi";"1935";0.000
"Abdi";"1936";0.005
"Abdi";"1937";0.005
"Abdi";"1938";0.000
"Abdi";"1939";0.000
"Abdi";"1940";0.013
"Abdi";"1941";0.000
"Abdi";"1942";0.004
"Abdi";"1943";0.000
"Abdi";"1944";0.000
"Abdi";"1945";.
"Abdi";"1946";.
"Abdi";"1947";.
"Abdi";"1948";.
"Abdi";"1949";.
"Abdi";"1950";.
"Abdi";"1951";.
"Abdi";"1952";.
"Abdi";"1953";.
"Abdi";"1954";0.012
"Abdi";"1955";0.023
"Abdi";"1956";0.017
"Abdi";"1957";.
"Abdi";"1958";0.020
"Abdi";"1959";.
"Abdi";"1960";0.022
"Abdi";"1961";.
"Abdi";"1962";0.030
"Abdi";"1963";0.013
"Abdi";"1964";0.038
"Abdi";"1965";0.032
"Abdi";"1966";0.042
"Abdi";"1967";0.025
"Abdi";"1968";0.027
"Abdi";"1969";0.036
"Abdi";"1970";0.034
"Abdi";"1971";0.015
"Abdi";"1972";0.017
"Abdi";"1973";0.030
"Abdi";"1974";0.048
"Abdi";"1975";0.034
"Abdi";"1976";0.014
"Abdi";"1977";0.036
"Abdi";"1978";0.030
"Abdi";"1979";0.040
"Abdi";"1980";0.045
"Abdi";"1981";0.030
"Abdi";"1982";0.042
"Abdi";"1983";0.055
"Abdi";"1984";0.048
"Abdi";"1985";0.042
"Abdi";"1986";0.036
"Abdi";"1987";0.036
"Abdi";"1988";0.050
"Abdi";"1989";0.035
"Abdi";"1990";0.020
"Abdi";"1991";0.030
"Abdi";"1992";0.020
"Abdi";"1993";0.013
"Abdi";"1994";0.016
"Abdi";"1995";0.030
"Abdi";"1996";0.030
"Abdi";"1997";0.025
"Abdi";"1998";0.029
"Abdi";"1999";0.014
"Abdi";"2000";0.023
"Abdi";"2001";0.012
"Abdi";"2002";0.022
"Abdi";"2003";0.018
"Abdi";"2004";0.021
"Abdi";"2005";0.015
"Abdi";"2006";0.024
"Abdi";"2007";0.012
"Abdi";"2008";.
"Abdi";"2009";.
"Abdi";"2010";0.014
"Abdi";"2011";.
"Abdi";"2012";0.018
"Abdi";"2013";0.016
"Abdi";"2014";.
"Abdi";"2015";0.025
"Abdi";"2016";.
"Abdi";"2017";.
"Abdi";"2018";.
"Abdi";"2019";.
"Abdi";"2020";.
"Abdirahman";"1880";0.000
"Abdirahman";"1881";0.000
"Abdirahman";"1882";0.000
"Abdirahman";"1883";0.000
"Abdirahman";"1884";0.000
"Abdirahman";"1885";0.000
"Abdirahman";"1886";0.000
"Abdirahman";"1887";0.000
"Abdirahman";"1888";0.000
"Abdirahman";"1889";0.000
"Abdirahman";"1890";0.000
"Abdirahman";"1891";0.000
"Abdirahman";"1892";0.000
"Abdirahman";"1893";0.000
"Abdirahman";"1894";0.000
"Abdirahman";"1895";0.000
"Abdirahman";"1896";0.000
"Abdirahman";"1897";0.000
"Abdirahman";"1898";0.000
"Abdirahman";"1899";0.000
"Abdirahman";"1900";0.000
"Abdirahman";"1901";0.000
"Abdirahman";"1902";0.000
"Abdirahman";"1903";0.000
"Abdirahman";"1904";0.000
"Abdirahman";"1905";0.000
"Abdirahman";"1906";0.000
"Abdirahman";"1907";0.000
"Abdirahman";"1908";0.000
"Abdirahman";"1909";0.000
"Abdirahman";"1910";0.000
"Abdirahman";"1911";0.000
"Abdirahman";"1912";0.000
"Abdirahman";"1913";0.000
"Abdirahman";"1914";0.000
"Abdirahman";"1915";0.000
"Abdirahman";"1916";0.000
"Abdirahman";"1917";0.000
"Abdirahman";"1918";0.000
"Abdirahman";"1919";0.000
"Abdirahman";"1920";0.000
"Abdirahman";"1921";0.000
"Abdirahman";"1922";0.000
"Abdirahman";"1923";0.000
"Abdirahman";"1924";0.000
"Abdirahman";"1925";0.000
"Abdirahman";"1926";0.000
"Abdirahman";"1927";0.000
"Abdirahman";"1928";0.000
"Abdirahman";"1929";0.000
"Abdirahman";"1930";0.000
"Abdirahman";"1931";0.000
"Abdirahman";"1932";0.000
"Abdirahman";"1933";0.000
"Abdirahman";"1934";0.000
"Abdirahman";"1935";0.000
"Abdirahman";"1936";0.000
"Abdirahman";"1937";0.000
"Abdirahman";"1938";0.000
"Abdirahman";"1939";0.000
"Abdirahman";"1940";0.000
"Abdirahman";"1941";0.000
"Abdirahman";"1942";0.004
"Abdirahman";"1943";0.000
"Abdirahman";"1944";0.000
"Abdirahman";"1945";.
"Abdirahman";"1946";.
"Abdirahman";"1947";.
"Abdirahman";"1948";.
"Abdirahman";"1949";.
"Abdirahman";"1950";.
"Abdirahman";"1951";.
"Abdirahman";"1952";.
"Abdirahman";"1953";.
"Abdirahman";"1954";.
"Abdirahman";"1955";.
"Abdirahman";"1956";.
"Abdirahman";"1957";0.012
"Abdirahman";"1958";.
"Abdirahman";"1959";0.011
"Abdirahman";"1960";0.014
"Abdirahman";"1961";.
"Abdirahman";"1962";0.011
"Abdirahman";"1963";0.011
"Abdirahman";"1964";0.023
"Abdirahman";"1965";0.012
"Abdirahman";"1966";0.010
"Abdirahman";"1967";0.012
"Abdirahman";"1968";0.010
"Abdirahman";"1969";0.029
"Abdirahman";"1970";0.029
"Abdirahman";"1971";0.015
"Abdirahman";"1972";0.017
"Abdirahman";"1973";.
"Abdirahman";"1974";0.015
"Abdirahman";"1975";0.018
"Abdirahman";"1976";.
"Abdirahman";"1977";0.022
"Abdirahman";"1978";0.024
"Abdirahman";"1979";0.019
"Abdirahman";"1980";0.021
"Abdirahman";"1981";0.016
"Abdirahman";"1982";0.042
"Abdirahman";"1983";0.032
"Abdirahman";"1984";0.045
"Abdirahman";"1985";0.031
"Abdirahman";"1986";0.036
"Abdirahman";"1987";0.052
"Abdirahman";"1988";0.037
"Abdirahman";"1989";0.040
"Abdirahman";"1990";0.032
"Abdirahman";"1991";0.038
"Abdirahman";"1992";0.038
"Abdirahman";"1993";0.024
"Abdirahman";"1994";0.045
"Abdirahman";"1995";0.024
"Abdirahman";"1996";0.038
"Abdirahman";"1997";0.061
"Abdirahman";"1998";0.066
"Abdirahman";"1999";0.048
"Abdirahman";"2000";0.063
"Abdirahman";"2001";0.066
"Abdirahman";"2002";0.037
"Abdirahman";"2003";0.066
"Abdirahman";"2004";0.069
"Abdirahman";"2005";0.076
"Abdirahman";"2006";0.083
"Abdirahman";"2007";0.062
"Abdirahman";"2008";0.083
"Abdirahman";"2009";0.082
"Abdirahman";"2010";0.064
"Abdirahman";"2011";0.065
"Abdirahman";"2012";0.054
"Abdirahman";"2013";0.068
"Abdirahman";"2014";0.062
"Abdirahman";"2015";0.078
"Abdirahman";"2016";0.056
"Abdirahman";"2017";0.036
"Abdirahman";"2018";0.034
"Abdirahman";"2019";0.021
"Abdirahman";"2020";0.021
"Abdul";"1880";0.000
"Abdul";"1881";0.000
"Abdul";"1882";0.000
"Abdul";"1883";0.000
"Abdul";"1884";0.000
"Abdul";"1885";0.000
"Abdul";"1886";0.000
"Abdul";"1887";0.000
"Abdul";"1888";0.000
"Abdul";"1889";0.000
"Abdul";"1890";0.000
"Abdul";"1891";0.000
"Abdul";"1892";0.000
"Abdul";"1893";0.000
"Abdul";"1894";0.000
"Abdul";"1895";0.000
"Abdul";"1896";0.000
"Abdul";"1897";0.000
"Abdul";"1898";0.000
