"fornavn";"år";"Andel av fødte (prosent)"
"Anne-Marit";"2006";.
"Anne-Marit";"2007";.
"Anne-Marit";"2008";.
"Anne-Marit";"2009";.
"Anne-Marit";"2010";.
"Anne-Marit";"2011";.
"Anne-Marit";"2012";.
"Anne-Marit";"2013";.
"Anne-Marit";"2014";.
"Anne-Marit";"2015";.
"Anne-Marit";"2016";.
"Anne-Marit";"2017";.
"Anne-Marit";"2018";.
"Anne-Marit";"2019";.
"Anne-Marit";"2020";.
"Anne-Mette";"1880";0.000
"Anne-Mette";"1881";0.000
"Anne-Mette";"1882";0.000
"Anne-Mette";"1883";0.000
"Anne-Mette";"1884";0.000
"Anne-Mette";"1885";0.000
"Anne-Mette";"1886";0.000
"Anne-Mette";"1887";0.000
"Anne-Mette";"1888";0.000
"Anne-Mette";"1889";0.000
"Anne-Mette";"1890";0.000
"Anne-Mette";"1891";0.000
"Anne-Mette";"1892";0.000
"Anne-Mette";"1893";0.000
"Anne-Mette";"1894";0.000
"Anne-Mette";"1895";0.000
"Anne-Mette";"1896";0.000
"Anne-Mette";"1897";0.000
"Anne-Mette";"1898";0.000
"Anne-Mette";"1899";0.000
"Anne-Mette";"1900";0.000
"Anne-Mette";"1901";0.000
"Anne-Mette";"1902";0.000
"Anne-Mette";"1903";0.000
"Anne-Mette";"1904";0.000
"Anne-Mette";"1905";0.000
"Anne-Mette";"1906";0.000
"Anne-Mette";"1907";0.000
"Anne-Mette";"1908";0.000
"Anne-Mette";"1909";0.000
"Anne-Mette";"1910";0.000
"Anne-Mette";"1911";0.000
"Anne-Mette";"1912";0.000
"Anne-Mette";"1913";0.000
"Anne-Mette";"1914";0.000
"Anne-Mette";"1915";0.000
"Anne-Mette";"1916";0.000
"Anne-Mette";"1917";0.000
"Anne-Mette";"1918";0.000
"Anne-Mette";"1919";0.000
"Anne-Mette";"1920";0.000
"Anne-Mette";"1921";0.000
"Anne-Mette";"1922";0.000
"Anne-Mette";"1923";0.000
"Anne-Mette";"1924";0.000
"Anne-Mette";"1925";0.000
"Anne-Mette";"1926";0.000
"Anne-Mette";"1927";0.000
"Anne-Mette";"1928";0.000
"Anne-Mette";"1929";0.000
"Anne-Mette";"1930";0.000
"Anne-Mette";"1931";0.005
"Anne-Mette";"1932";0.000
"Anne-Mette";"1933";0.000
"Anne-Mette";"1934";0.000
"Anne-Mette";"1935";0.000
"Anne-Mette";"1936";0.000
"Anne-Mette";"1937";0.005
"Anne-Mette";"1938";0.000
"Anne-Mette";"1939";0.000
"Anne-Mette";"1940";0.000
"Anne-Mette";"1941";0.009
"Anne-Mette";"1942";0.000
"Anne-Mette";"1943";0.008
"Anne-Mette";"1944";0.010
"Anne-Mette";"1945";0.026
"Anne-Mette";"1946";0.018
"Anne-Mette";"1947";.
"Anne-Mette";"1948";0.016
"Anne-Mette";"1949";.
"Anne-Mette";"1950";0.016
"Anne-Mette";"1951";0.017
"Anne-Mette";"1952";0.016
"Anne-Mette";"1953";0.025
"Anne-Mette";"1954";0.035
"Anne-Mette";"1955";0.025
"Anne-Mette";"1956";0.033
"Anne-Mette";"1957";0.028
"Anne-Mette";"1958";0.012
"Anne-Mette";"1959";0.030
"Anne-Mette";"1960";0.033
"Anne-Mette";"1961";0.048
"Anne-Mette";"1962";0.015
"Anne-Mette";"1963";0.034
"Anne-Mette";"1964";0.033
"Anne-Mette";"1965";0.038
"Anne-Mette";"1966";0.038
"Anne-Mette";"1967";0.032
"Anne-Mette";"1968";0.060
"Anne-Mette";"1969";0.041
"Anne-Mette";"1970";0.029
"Anne-Mette";"1971";0.049
"Anne-Mette";"1972";0.039
"Anne-Mette";"1973";0.022
"Anne-Mette";"1974";0.013
"Anne-Mette";"1975";0.031
"Anne-Mette";"1976";0.023
"Anne-Mette";"1977";0.021
"Anne-Mette";"1978";.
"Anne-Mette";"1979";0.012
"Anne-Mette";"1980";0.014
"Anne-Mette";"1981";.
"Anne-Mette";"1982";0.011
"Anne-Mette";"1983";.
"Anne-Mette";"1984";.
"Anne-Mette";"1985";0.014
"Anne-Mette";"1986";0.016
"Anne-Mette";"1987";.
"Anne-Mette";"1988";0.010
"Anne-Mette";"1989";.
"Anne-Mette";"1990";0.013
"Anne-Mette";"1991";0.018
"Anne-Mette";"1992";.
"Anne-Mette";"1993";0.011
"Anne-Mette";"1994";.
"Anne-Mette";"1995";.
"Anne-Mette";"1996";.
"Anne-Mette";"1997";.
"Anne-Mette";"1998";.
"Anne-Mette";"1999";.
"Anne-Mette";"2000";.
"Anne-Mette";"2001";.
"Anne-Mette";"2002";.
"Anne-Mette";"2003";.
"Anne-Mette";"2004";.
"Anne-Mette";"2005";.
"Anne-Mette";"2006";.
"Anne-Mette";"2007";.
"Anne-Mette";"2008";.
"Anne-Mette";"2009";.
"Anne-Mette";"2010";.
"Anne-Mette";"2011";.
"Anne-Mette";"2012";.
"Anne-Mette";"2013";.
"Anne-Mette";"2014";.
"Anne-Mette";"2015";.
"Anne-Mette";"2016";.
"Anne-Mette";"2017";.
"Anne-Mette";"2018";.
"Anne-Mette";"2019";.
"Anne-Mette";"2020";.
"Anne-Sofie";"1880";0.000
"Anne-Sofie";"1881";0.015
"Anne-Sofie";"1882";0.000
"Anne-Sofie";"1883";0.012
"Anne-Sofie";"1884";0.011
"Anne-Sofie";"1885";0.010
"Anne-Sofie";"1886";0.000
"Anne-Sofie";"1887";0.000
"Anne-Sofie";"1888";0.000
"Anne-Sofie";"1889";0.000
"Anne-Sofie";"1890";0.000
"Anne-Sofie";"1891";0.000
"Anne-Sofie";"1892";0.000
"Anne-Sofie";"1893";0.006
"Anne-Sofie";"1894";0.000
"Anne-Sofie";"1895";0.006
"Anne-Sofie";"1896";0.000
"Anne-Sofie";"1897";0.000
"Anne-Sofie";"1898";0.000
"Anne-Sofie";"1899";0.005
"Anne-Sofie";"1900";0.000
"Anne-Sofie";"1901";0.014
"Anne-Sofie";"1902";0.005
"Anne-Sofie";"1903";0.000
"Anne-Sofie";"1904";0.000
"Anne-Sofie";"1905";0.000
"Anne-Sofie";"1906";0.005
"Anne-Sofie";"1907";0.000
"Anne-Sofie";"1908";0.000
"Anne-Sofie";"1909";0.000
"Anne-Sofie";"1910";0.000
"Anne-Sofie";"1911";0.004
"Anne-Sofie";"1912";0.004
"Anne-Sofie";"1913";0.004
"Anne-Sofie";"1914";0.000
"Anne-Sofie";"1915";0.008
"Anne-Sofie";"1916";0.008
"Anne-Sofie";"1917";0.004
"Anne-Sofie";"1918";0.004
"Anne-Sofie";"1919";0.008
"Anne-Sofie";"1920";0.007
"Anne-Sofie";"1921";0.007
"Anne-Sofie";"1922";0.004
"Anne-Sofie";"1923";0.011
"Anne-Sofie";"1924";0.012
"Anne-Sofie";"1925";0.013
"Anne-Sofie";"1926";0.013
"Anne-Sofie";"1927";0.018
"Anne-Sofie";"1928";0.013
"Anne-Sofie";"1929";0.019
"Anne-Sofie";"1930";0.005
"Anne-Sofie";"1931";0.024
"Anne-Sofie";"1932";0.005
"Anne-Sofie";"1933";0.005
"Anne-Sofie";"1934";0.015
"Anne-Sofie";"1935";0.016
"Anne-Sofie";"1936";0.020
"Anne-Sofie";"1937";0.010
"Anne-Sofie";"1938";0.009
"Anne-Sofie";"1939";0.014
"Anne-Sofie";"1940";0.018
"Anne-Sofie";"1941";0.033
"Anne-Sofie";"1942";0.021
"Anne-Sofie";"1943";0.042
"Anne-Sofie";"1944";0.024
"Anne-Sofie";"1945";0.013
"Anne-Sofie";"1946";0.039
"Anne-Sofie";"1947";0.031
"Anne-Sofie";"1948";0.032
"Anne-Sofie";"1949";0.013
"Anne-Sofie";"1950";0.020
"Anne-Sofie";"1951";0.020
"Anne-Sofie";"1952";0.039
"Anne-Sofie";"1953";0.016
"Anne-Sofie";"1954";.
"Anne-Sofie";"1955";0.028
"Anne-Sofie";"1956";0.015
"Anne-Sofie";"1957";0.022
"Anne-Sofie";"1958";0.012
"Anne-Sofie";"1959";0.021
"Anne-Sofie";"1960";0.024
"Anne-Sofie";"1961";0.012
"Anne-Sofie";"1962";0.012
"Anne-Sofie";"1963";.
"Anne-Sofie";"1964";.
"Anne-Sofie";"1965";.
"Anne-Sofie";"1966";.
"Anne-Sofie";"1967";0.013
"Anne-Sofie";"1968";.
"Anne-Sofie";"1969";0.010
"Anne-Sofie";"1970";0.016
"Anne-Sofie";"1971";0.010
"Anne-Sofie";"1972";.
"Anne-Sofie";"1973";0.011
"Anne-Sofie";"1974";0.016
"Anne-Sofie";"1975";.
"Anne-Sofie";"1976";.
"Anne-Sofie";"1977";0.015
"Anne-Sofie";"1978";.
"Anne-Sofie";"1979";0.012
"Anne-Sofie";"1980";.
"Anne-Sofie";"1981";0.011
"Anne-Sofie";"1982";.
"Anne-Sofie";"1983";.
"Anne-Sofie";"1984";.
"Anne-Sofie";"1985";.
"Anne-Sofie";"1986";.
"Anne-Sofie";"1987";.
"Anne-Sofie";"1988";0.010
"Anne-Sofie";"1989";.
"Anne-Sofie";"1990";0.018
"Anne-Sofie";"1991";.
"Anne-Sofie";"1992";0.011
"Anne-Sofie";"1993";0.014
"Anne-Sofie";"1994";0.020
"Anne-Sofie";"1995";0.017
"Anne-Sofie";"1996";0.012
"Anne-Sofie";"1997";0.012
"Anne-Sofie";"1998";0.015
"Anne-Sofie";"1999";.
"Anne-Sofie";"2000";0.018
"Anne-Sofie";"2001";.
"Anne-Sofie";"2002";0.016
"Anne-Sofie";"2003";.
"Anne-Sofie";"2004";.
"Anne-Sofie";"2005";.
"Anne-Sofie";"2006";.
"Anne-Sofie";"2007";.
"Anne-Sofie";"2008";.
"Anne-Sofie";"2009";.
"Anne-Sofie";"2010";.
"Anne-Sofie";"2011";.
"Anne-Sofie";"2012";.
"Anne-Sofie";"2013";.
"Anne-Sofie";"2014";.
"Anne-Sofie";"2015";.
"Anne-Sofie";"2016";.
"Anne-Sofie";"2017";.
"Anne-Sofie";"2018";.
"Anne-Sofie";"2019";.
"Anne-Sofie";"2020";.
"Anneli";"1880";0.000
"Anneli";"1881";0.000
"Anneli";"1882";0.000
"Anneli";"1883";0.000
"Anneli";"1884";0.000
"Anneli";"1885";0.000
"Anneli";"1886";0.000
"Anneli";"1887";0.000
"Anneli";"1888";0.000
"Anneli";"1889";0.000
"Anneli";"1890";0.000
"Anneli";"1891";0.000
"Anneli";"1892";0.000
"Anneli";"1893";0.000
"Anneli";"1894";0.000
"Anneli";"1895";0.000
"Anneli";"1896";0.000
"Anneli";"1897";0.000
"Anneli";"1898";0.000
"Anneli";"1899";0.000
"Anneli";"1900";0.000
"Anneli";"1901";0.000
"Anneli";"1902";0.000
"Anneli";"1903";0.000
"Anneli";"1904";0.000
"Anneli";"1905";0.000
"Anneli";"1906";0.000
"Anneli";"1907";0.000
"Anneli";"1908";0.000
"Anneli";"1909";0.000
"Anneli";"1910";0.000
"Anneli";"1911";0.000
"Anneli";"1912";0.000
"Anneli";"1913";0.000
"Anneli";"1914";0.000
"Anneli";"1915";0.000
"Anneli";"1916";0.000
"Anneli";"1917";0.000
"Anneli";"1918";0.000
"Anneli";"1919";0.000
"Anneli";"1920";0.000
"Anneli";"1921";0.000
"Anneli";"1922";0.004
"Anneli";"1923";0.000
"Anneli";"1924";0.000
"Anneli";"1925";0.000
"Anneli";"1926";0.000
"Anneli";"1927";0.000
"Anneli";"1928";0.000
"Anneli";"1929";0.000
"Anneli";"1930";0.000
"Anneli";"1931";0.000
"Anneli";"1932";0.005
"Anneli";"1933";0.000
"Anneli";"1934";0.000
"Anneli";"1935";0.005
"Anneli";"1936";0.000
"Anneli";"1937";0.005
"Anneli";"1938";0.005
"Anneli";"1939";0.005
"Anneli";"1940";0.000
"Anneli";"1941";0.005
"Anneli";"1942";0.004
"Anneli";"1943";0.004
"Anneli";"1944";0.003
"Anneli";"1945";.
"Anneli";"1946";.
"Anneli";"1947";.
"Anneli";"1948";.
"Anneli";"1949";.
"Anneli";"1950";.
"Anneli";"1951";.
"Anneli";"1952";.
"Anneli";"1953";.
"Anneli";"1954";.
"Anneli";"1955";.
"Anneli";"1956";.
"Anneli";"1957";.
"Anneli";"1958";.
"Anneli";"1959";0.015
"Anneli";"1960";.
"Anneli";"1961";0.018
"Anneli";"1962";0.018
"Anneli";"1963";0.037
"Anneli";"1964";0.019
"Anneli";"1965";0.030
"Anneli";"1966";0.043
"Anneli";"1967";0.035
"Anneli";"1968";0.023
"Anneli";"1969";0.028
"Anneli";"1970";0.013
"Anneli";"1971";0.023
"Anneli";"1972";0.045
"Anneli";"1973";0.030
"Anneli";"1974";0.027
"Anneli";"1975";0.025
"Anneli";"1976";0.026
"Anneli";"1977";0.015
"Anneli";"1978";0.029
"Anneli";"1979";0.032
"Anneli";"1980";0.031
"Anneli";"1981";0.020
"Anneli";"1982";0.040
"Anneli";"1983";0.054
"Anneli";"1984";0.048
"Anneli";"1985";0.059
"Anneli";"1986";0.016
"Anneli";"1987";0.046
"Anneli";"1988";0.031
"Anneli";"1989";0.028
"Anneli";"1990";0.026
"Anneli";"1991";0.011
"Anneli";"1992";0.051
"Anneli";"1993";0.030
"Anneli";"1994";0.023
"Anneli";"1995";0.035
"Anneli";"1996";0.040
"Anneli";"1997";0.033
"Anneli";"1998";0.037
"Anneli";"1999";0.028
"Anneli";"2000";0.037
"Anneli";"2001";0.025
"Anneli";"2002";0.038
"Anneli";"2003";0.025
"Anneli";"2004";0.070
"Anneli";"2005";0.032
"Anneli";"2006";0.050
"Anneli";"2007";0.028
"Anneli";"2008";0.043
"Anneli";"2009";0.045
"Anneli";"2010";0.018
"Anneli";"2011";0.019
"Anneli";"2012";0.022
"Anneli";"2013";0.029
"Anneli";"2014";0.023
"Anneli";"2015";0.016
"Anneli";"2016";0.013
"Anneli";"2017";0.028
"Anneli";"2018";0.018
"Anneli";"2019";0.018
"Anneli";"2020";0.015
"Annelise";"1880";0.000
"Annelise";"1881";0.000
"Annelise";"1882";0.000
"Annelise";"1883";0.000
"Annelise";"1884";0.000
"Annelise";"1885";0.000
"Annelise";"1886";0.000
"Annelise";"1887";0.000
"Annelise";"1888";0.000
"Annelise";"1889";0.000
"Annelise";"1890";0.007
"Annelise";"1891";0.000
"Annelise";"1892";0.000
"Annelise";"1893";0.000
"Annelise";"1894";0.000
"Annelise";"1895";0.000
"Annelise";"1896";0.000
"Annelise";"1897";0.000
"Annelise";"1898";0.000
"Annelise";"1899";0.000
"Annelise";"1900";0.000
"Annelise";"1901";0.000
"Annelise";"1902";0.000
"Annelise";"1903";0.000
"Annelise";"1904";0.000
"Annelise";"1905";0.000
"Annelise";"1906";0.000
"Annelise";"1907";0.004
"Annelise";"1908";0.000
"Annelise";"1909";0.000
"Annelise";"1910";0.004
"Annelise";"1911";0.000
"Annelise";"1912";0.000
"Annelise";"1913";0.000
"Annelise";"1914";0.004
"Annelise";"1915";0.008
"Annelise";"1916";0.012
"Annelise";"1917";0.008
"Annelise";"1918";0.000
"Annelise";"1919";0.004
"Annelise";"1920";0.000
"Annelise";"1921";0.004
"Annelise";"1922";0.008
"Annelise";"1923";0.011
"Annelise";"1924";0.032
"Annelise";"1925";0.021
"Annelise";"1926";0.021
"Annelise";"1927";0.027
"Annelise";"1928";0.018
"Annelise";"1929";0.019
"Annelise";"1930";0.005
"Annelise";"1931";0.024
"Annelise";"1932";0.033
"Annelise";"1933";0.021
"Annelise";"1934";0.052
"Annelise";"1935";0.026
"Annelise";"1936";0.051
"Annelise";"1937";0.059
"Annelise";"1938";0.023
"Annelise";"1939";0.069
"Annelise";"1940";0.040
"Annelise";"1941";0.061
"Annelise";"1942";0.066
"Annelise";"1943";0.046
"Annelise";"1944";0.055
"Annelise";"1945";0.040
"Annelise";"1946";0.027
"Annelise";"1947";0.034
"Annelise";"1948";0.032
"Annelise";"1949";0.030
"Annelise";"1950";0.030
"Annelise";"1951";0.020
"Annelise";"1952";0.029
"Annelise";"1953";0.019
"Annelise";"1954";0.022
"Annelise";"1955";0.025
"Annelise";"1956";0.027
"Annelise";"1957";0.015
"Annelise";"1958";0.030
"Annelise";"1959";0.061
"Annelise";"1960";0.021
"Annelise";"1961";0.012
"Annelise";"1962";0.024
"Annelise";"1963";0.029
"Annelise";"1964";0.022
"Annelise";"1965";0.030
"Annelise";"1966";0.016
"Annelise";"1967";0.021
"Annelise";"1968";0.023
"Annelise";"1969";.
"Annelise";"1970";.
"Annelise";"1971";.
"Annelise";"1972";0.021
"Annelise";"1973";.
"Annelise";"1974";0.016
"Annelise";"1975";.
"Annelise";"1976";.
"Annelise";"1977";.
"Annelise";"1978";.
"Annelise";"1979";.
"Annelise";"1980";.
"Annelise";"1981";.
"Annelise";"1982";0.011
"Annelise";"1983";0.014
"Annelise";"1984";0.011
"Annelise";"1985";0.017
"Annelise";"1986";0.011
"Annelise";"1987";0.013
"Annelise";"1988";0.010
"Annelise";"1989";.
"Annelise";"1990";0.015
"Annelise";"1991";.
"Annelise";"1992";0.011
"Annelise";"1993";.
"Annelise";"1994";0.011
"Annelise";"1995";.
"Annelise";"1996";0.014
"Annelise";"1997";.
"Annelise";"1998";.
"Annelise";"1999";.
"Annelise";"2000";.
"Annelise";"2001";.
"Annelise";"2002";.
"Annelise";"2003";.
"Annelise";"2004";.
"Annelise";"2005";.
"Annelise";"2006";.
"Annelise";"2007";.
"Annelise";"2008";.
"Annelise";"2009";.
"Annelise";"2010";.
"Annelise";"2011";.
"Annelise";"2012";.
"Annelise";"2013";.
"Annelise";"2014";.
"Annelise";"2015";.
"Annelise";"2016";.
"Annelise";"2017";.
"Annelise";"2018";.
"Annelise";"2019";.
"Annelise";"2020";.
"Annette";"1880";0.047
"Annette";"1881";0.102
"Annette";"1882";0.051
"Annette";"1883";0.047
"Annette";"1884";0.042
"Annette";"1885";0.040
"Annette";"1886";0.047
"Annette";"1887";0.043
"Annette";"1888";0.041
"Annette";"1889";0.072
"Annette";"1890";0.044
"Annette";"1891";0.049
"Annette";"1892";0.020
"Annette";"1893";0.031
"Annette";"1894";0.006
"Annette";"1895";0.017
"Annette";"1896";0.028
"Annette";"1897";0.016
"Annette";"1898";0.046
"Annette";"1899";0.025
"Annette";"1900";0.020
"Annette";"1901";0.024
"Annette";"1902";0.019
"Annette";"1903";0.005
"Annette";"1904";0.018
"Annette";"1905";0.018
"Annette";"1906";0.032
"Annette";"1907";0.013
"Annette";"1908";0.013
"Annette";"1909";0.021
"Annette";"1910";0.004
"Annette";"1911";0.004
"Annette";"1912";0.008
"Annette";"1913";0.020
"Annette";"1914";0.020
"Annette";"1915";0.004
"Annette";"1916";0.004
"Annette";"1917";0.008
"Annette";"1918";0.012
"Annette";"1919";0.000
"Annette";"1920";0.007
"Annette";"1921";0.004
"Annette";"1922";0.008
"Annette";"1923";0.004
"Annette";"1924";0.000
"Annette";"1925";0.004
"Annette";"1926";0.004
"Annette";"1927";0.000
"Annette";"1928";0.000
"Annette";"1929";0.005
"Annette";"1930";0.009
"Annette";"1931";0.005
"Annette";"1932";0.005
"Annette";"1933";0.005
"Annette";"1934";0.000
"Annette";"1935";0.010
"Annette";"1936";0.015
"Annette";"1937";0.010
"Annette";"1938";0.000
"Annette";"1939";0.018
"Annette";"1940";0.009
"Annette";"1941";0.009
"Annette";"1942";0.008
"Annette";"1943";0.000
"Annette";"1944";0.007
"Annette";"1945";0.013
"Annette";"1946";0.018
"Annette";"1947";0.016
"Annette";"1948";.
"Annette";"1949";0.020
"Annette";"1950";.
"Annette";"1951";0.017
"Annette";"1952";0.029
"Annette";"1953";0.029
"Annette";"1954";0.025
"Annette";"1955";0.022
"Annette";"1956";0.033
"Annette";"1957";0.028
"Annette";"1958";0.030
"Annette";"1959";0.058
"Annette";"1960";0.066
"Annette";"1961";0.104
"Annette";"1962";0.109
"Annette";"1963";0.094
"Annette";"1964";0.069
"Annette";"1965";0.142
"Annette";"1966";0.143
"Annette";"1967";0.189
"Annette";"1968";0.205
"Annette";"1969";0.211
"Annette";"1970";0.203
"Annette";"1971";0.255
"Annette";"1972";0.251
"Annette";"1973";0.296
"Annette";"1974";0.278
"Annette";"1975";0.295
"Annette";"1976";0.239
"Annette";"1977";0.220
"Annette";"1978";0.247
"Annette";"1979";0.257
"Annette";"1980";0.194
"Annette";"1981";0.223
"Annette";"1982";0.229
"Annette";"1983";0.143
"Annette";"1984";0.166
"Annette";"1985";0.145
"Annette";"1986";0.115
"Annette";"1987";0.189
"Annette";"1988";0.157
"Annette";"1989";0.109
"Annette";"1990";0.102
"Annette";"1991";0.121
"Annette";"1992";0.141
"Annette";"1993";0.086
"Annette";"1994";0.079
"Annette";"1995";0.043
"Annette";"1996";0.049
"Annette";"1997";0.048
"Annette";"1998";0.058
"Annette";"1999";0.018
"Annette";"2000";0.046
"Annette";"2001";0.032
"Annette";"2002";0.022
"Annette";"2003";.
"Annette";"2004";0.013
"Annette";"2005";0.019
"Annette";"2006";0.019
"Annette";"2007";0.016
"Annette";"2008";.
"Annette";"2009";.
"Annette";"2010";.
"Annette";"2011";.
"Annette";"2012";.
"Annette";"2013";.
"Annette";"2014";.
"Annette";"2015";.
"Annette";"2016";.
"Annette";"2017";.
"Annette";"2018";.
"Annette";"2019";.
"Annette";"2020";.
"Anni";"1880";0.016
"Anni";"1881";0.000
"Anni";"1882";0.013
"Anni";"1883";0.000
"Anni";"1884";0.000
"Anni";"1885";0.000
"Anni";"1886";0.019
"Anni";"1887";0.017
"Anni";"1888";0.000
"Anni";"1889";0.008
"Anni";"1890";0.015
"Anni";"1891";0.028
"Anni";"1892";0.013
"Anni";"1893";0.000
"Anni";"1894";0.006
"Anni";"1895";0.017
"Anni";"1896";0.006
"Anni";"1897";0.011
"Anni";"1898";0.000
"Anni";"1899";0.010
"Anni";"1900";0.015
"Anni";"1901";0.019
"Anni";"1902";0.014
"Anni";"1903";0.033
"Anni";"1904";0.028
"Anni";"1905";0.005
"Anni";"1906";0.018
"Anni";"1907";0.009
"Anni";"1908";0.035
"Anni";"1909";0.021
"Anni";"1910";0.013
"Anni";"1911";0.033
"Anni";"1912";0.020
"Anni";"1913";0.057
"Anni";"1914";0.036
"Anni";"1915";0.040
"Anni";"1916";0.028
"Anni";"1917";0.019
"Anni";"1918";0.035
"Anni";"1919";0.041
"Anni";"1920";0.021
"Anni";"1921";0.048
"Anni";"1922";0.064
"Anni";"1923";0.069
"Anni";"1924";0.065
"Anni";"1925";0.034
"Anni";"1926";0.055
"Anni";"1927";0.063
"Anni";"1928";0.049
"Anni";"1929";0.032
"Anni";"1930";0.046
"Anni";"1931";0.038
"Anni";"1932";0.033
"Anni";"1933";0.062
"Anni";"1934";0.072
"Anni";"1935";0.047
"Anni";"1936";0.046
"Anni";"1937";0.078
"Anni";"1938";0.014
"Anni";"1939";0.041
"Anni";"1940";0.054
"Anni";"1941";0.042
"Anni";"1942";0.046
"Anni";"1943";0.046
"Anni";"1944";0.038
"Anni";"1945";0.033
"Anni";"1946";0.060
"Anni";"1947";0.028
"Anni";"1948";0.045
"Anni";"1949";0.046
"Anni";"1950";0.040
"Anni";"1951";0.058
"Anni";"1952";0.052
"Anni";"1953";0.041
"Anni";"1954";0.028
"Anni";"1955";0.040
"Anni";"1956";0.033
"Anni";"1957";0.031
"Anni";"1958";0.042
"Anni";"1959";0.027
"Anni";"1960";0.021
"Anni";"1961";0.030
"Anni";"1962";0.012
"Anni";"1963";0.023
"Anni";"1964";0.030
"Anni";"1965";.
"Anni";"1966";0.011
"Anni";"1967";0.027
"Anni";"1968";.
"Anni";"1969";.
"Anni";"1970";0.013
"Anni";"1971";.
"Anni";"1972";.
"Anni";"1973";.
"Anni";"1974";.
"Anni";"1975";.
"Anni";"1976";.
"Anni";"1977";.
"Anni";"1978";.
"Anni";"1979";.
"Anni";"1980";.
"Anni";"1981";.
"Anni";"1982";.
"Anni";"1983";0.011
"Anni";"1984";0.011
"Anni";"1985";0.011
"Anni";"1986";.
"Anni";"1987";0.011
"Anni";"1988";0.016
"Anni";"1989";.
"Anni";"1990";.
"Anni";"1991";.
"Anni";"1992";.
"Anni";"1993";0.011
"Anni";"1994";.
"Anni";"1995";0.014
"Anni";"1996";.
"Anni";"1997";.
"Anni";"1998";.
"Anni";"1999";.
"Anni";"2000";.
"Anni";"2001";.
"Anni";"2002";0.013
"Anni";"2003";.
"Anni";"2004";.
"Anni";"2005";0.019
"Anni";"2006";.
"Anni";"2007";0.012
"Anni";"2008";.
"Anni";"2009";0.012
"Anni";"2010";.
"Anni";"2011";.
"Anni";"2012";0.016
"Anni";"2013";0.016
"Anni";"2014";0.013
"Anni";"2015";.
"Anni";"2016";0.027
"Anni";"2017";0.021
"Anni";"2018";0.021
"Anni";"2019";0.022
"Anni";"2020";0.015
"Annie";"1880";0.000
"Annie";"1881";0.044
"Annie";"1882";0.038
"Annie";"1883";0.035
"Annie";"1884";0.085
"Annie";"1885";0.040
"Annie";"1886";0.075
"Annie";"1887";0.129
"Annie";"1888";0.083
"Annie";"1889";0.048
"Annie";"1890";0.052
"Annie";"1891";0.042
"Annie";"1892";0.061
"Annie";"1893";0.100
"Annie";"1894";0.134
"Annie";"1895";0.080
"Annie";"1896";0.100
"Annie";"1897";0.175
"Annie";"1898";0.148
"Annie";"1899";0.196
"Annie";"1900";0.108
"Annie";"1901";0.172
"Annie";"1902";0.202
"Annie";"1903";0.139
"Annie";"1904";0.143
"Annie";"1905";0.183
"Annie";"1906";0.131
"Annie";"1907";0.155
"Annie";"1908";0.158
"Annie";"1909";0.139
"Annie";"1910";0.182
"Annie";"1911";0.225
"Annie";"1912";0.133
"Annie";"1913";0.159
"Annie";"1914";0.142
"Annie";"1915";0.174
"Annie";"1916";0.181
"Annie";"1917";0.216
"Annie";"1918";0.174
"Annie";"1919";0.186
"Annie";"1920";0.155
"Annie";"1921";0.218
"Annie";"1922";0.242
"Annie";"1923";0.260
"Annie";"1924";0.198
"Annie";"1925";0.190
"Annie";"1926";0.186
"Annie";"1927";0.152
"Annie";"1928";0.148
"Annie";"1929";0.190
"Annie";"1930";0.152
"Annie";"1931";0.113
"Annie";"1932";0.153
"Annie";"1933";0.145
"Annie";"1934";0.088
"Annie";"1935";0.119
"Annie";"1936";0.091
"Annie";"1937";0.152
"Annie";"1938";0.141
"Annie";"1939";0.114
"Annie";"1940";0.081
"Annie";"1941";0.102
"Annie";"1942";0.099
"Annie";"1943";0.111
"Annie";"1944";0.093
"Annie";"1945";0.073
"Annie";"1946";0.066
"Annie";"1947";0.093
"Annie";"1948";0.058
"Annie";"1949";0.098
"Annie";"1950";0.092
"Annie";"1951";0.085
"Annie";"1952";0.081
"Annie";"1953";0.054
"Annie";"1954";0.095
"Annie";"1955";0.050
"Annie";"1956";0.049
"Annie";"1957";0.071
"Annie";"1958";0.039
"Annie";"1959";0.045
"Annie";"1960";0.045
"Annie";"1961";0.048
"Annie";"1962";0.032
"Annie";"1963";0.029
"Annie";"1964";0.025
"Annie";"1965";0.044
"Annie";"1966";0.030
"Annie";"1967";0.027
"Annie";"1968";0.034
"Annie";"1969";0.015
"Annie";"1970";0.024
"Annie";"1971";0.031
"Annie";"1972";0.031
"Annie";"1973";0.019
"Annie";"1974";0.019
"Annie";"1975";0.023
"Annie";"1976";0.018
"Annie";"1977";0.042
"Annie";"1978";0.047
"Annie";"1979";0.026
"Annie";"1980";0.023
"Annie";"1981";0.017
"Annie";"1982";0.031
"Annie";"1983";0.037
"Annie";"1984";0.031
"Annie";"1985";0.025
"Annie";"1986";0.033
"Annie";"1987";0.027
"Annie";"1988";0.021
"Annie";"1989";0.023
"Annie";"1990";0.020
"Annie";"1991";0.018
"Annie";"1992";0.030
"Annie";"1993";0.047
"Annie";"1994";0.034
"Annie";"1995";0.020
"Annie";"1996";0.029
"Annie";"1997";0.036
"Annie";"1998";0.028
"Annie";"1999";0.046
